Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, not Hispanic or Latino Population","White alone, not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, not Hispanic or Latino","Percent of Population that is White alone, not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Two or More Races, Not Hispanic or Latino","Percent of Population that is Two or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Population that is not Hispanic or Latino,Population that is not Hispanic or Latino - Margin of Error,"Two races including some other race, not Hispanic or Latino","Two races including some other race, not Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, not Hispanic or Latino","Two races excluding some other race, and three or more races, not Hispanic or Latino - Margin of Error","White alone, Hispanic or Latino","White alone, Hispanic or Latino - Margin of Error","Black or African American alone, Hispanic or Latino","Black or African American alone, Hispanic or Latino - Margin of Error","American Indian and Alaska Native alone, Hispanic or Latino","American Indian and Alaska Native alone, Hispanic or Latino - Margin of Error","Asian alone, Hispanic or Latino","Asian alone, Hispanic or Latino - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino - Margin of Error","Some other race alone, Hispanic or Latino","Some other race alone, Hispanic or Latino - Margin of Error","Two or more races, Hispanic or Latino","Two or more races, Hispanic or Latino - Margin of Error","Two races including some other race, Hispanic or Latino","Two races including some other race, Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, Hispanic or Latino","Two races excluding some other race, and three or more races, Hispanic or Latino - Margin of Error",Shape__Area,Shape__Length,Place Name,Place FIPS
52,39035111700,397221,0,Census Tract 1117,Ohio,Cuyahoga County,696,343,26,46,622,345,0,12,28,34,0,12,0,12,14,31,6,13,3.7,6.34761827616265,89.4,22.7462870421148,0,1.72413793103448,4,4.46465111927839,0,1.72413793103448,0,1.72413793103448,2,4.34230947330648,0.9,1.81885862244242,690,344,0,12,14,31,0,12,6,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,709289.625,3951.37580001558,Cleveland city,16000
53,39035112100,594528,0,Census Tract 1121,Ohio,Cuyahoga County,1583,380,126,57,1109,178,5,10,12,12,0,12,0,12,90,138,241,258,8,3.05199726359496,70.1,20.2300738585021,0.3,0.627145190818113,0.8,0.735889116258732,0,0.758054327226785,0,0.758054327226785,5.7,8.61013026079742,15.2,15.883143396139,1342,222,0,12,90,138,0,12,0,12,0,12,0,12,0,12,0,12,241,258,30,49,211,235,1061311.95703125,6073.14655103861,Cleveland city,16000
54,39035112200,499508,0,Census Tract 1122,Ohio,Cuyahoga County,1264,242,7,12,1228,256,0,12,0,12,0,12,0,12,29,72,0,12,0.6,0.943427792697978,97.2,8.01374409718973,0,0.949367088607595,0,0.949367088607595,0,0.949367088607595,0,0.949367088607595,2.3,5.67924080341042,0,0.949367088607595,1264,242,0,12,29,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,891725.98828125,5785.23141333359,Cleveland city,16000
55,39035112301,671706,0,Census Tract 1123.01,Ohio,Cuyahoga County,1520,370,65,37,1258,364,0,12,0,12,0,12,0,12,79,112,118,97,4.3,2.20041218590191,82.8,12.9461674447898,0,0.789473684210526,0,0.789473684210526,0,0.789473684210526,0,0.789473684210526,5.2,7.258996286679,7.8,6.0953689838742,1402,367,0,12,79,112,100,95,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,1198791.0234375,5059.35217226378,Cleveland city,16000
56,39035114501,3157107,0,Census Tract 1145.01,Ohio,Cuyahoga County,725,154,20,27,699,150,0,12,0,12,0,12,0,12,0,12,6,10,2.8,3.67774979593092,96.4,2.94058093992617,0,1.6551724137931,0,1.6551724137931,0,1.6551724137931,0,1.6551724137931,0,1.6551724137931,0.8,1.36806237001001,719,153,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,6,10,5628709.734375,11695.5288403327,Cleveland city,16000
57,39035114600,1372494,0,Census Tract 1146,Ohio,Cuyahoga County,1071,399,160,80,870,406,0,12,0,12,0,12,11,18,0,12,30,49,14.9,4.98192309967081,81.2,22.8298001053616,0,1.12044817927171,0,1.12044817927171,0,1.12044817927171,1,1.6365354930307,0,1.12044817927171,2.8,4.45456100657789,1041,398,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,49,0,12,0,12,0,12,2446879.39453125,7434.83130589431,Cleveland city,16000
58,39035115400,704153,0,Census Tract 1154,Ohio,Cuyahoga County,2315,484,893,379,1015,350,0,12,0,12,0,12,0,12,74,75,333,174,38.6,14.2472568282072,43.8,12.0229294375324,0,0.518358531317495,0,0.518358531317495,0,0.518358531317495,0,0.518358531317495,3.2,3.17006123446912,14.4,6.8883189361256,1982,483,31,55,43,49,63,107,202,73,0,12,0,12,0,12,68,112,0,12,0,12,0,12,1254506.90625,5740.60509550115,Cleveland city,16000
59,39035115700,884730,0,Census Tract 1157,Ohio,Cuyahoga County,1547,429,580,253,733,341,0,12,0,12,0,12,0,12,17,14,217,170,37.5,12.623986935426,47.4,17.6983363701601,0,0.775694893341952,0,0.775694893341952,0,0.775694893341952,0,0.775694893341952,1.1,0.852126305633141,14,10.2775085760119,1330,428,0,12,17,14,120,133,7,12,0,12,0,12,0,12,41,63,49,66,7,10,42,65,1575862.56640625,5496.7659028788,Cleveland city,16000
60,39035115800,1497487,0,Census Tract 1158,Ohio,Cuyahoga County,2803,635,1102,431,1309,456,0,12,4,9,0,12,20,30,213,127,155,94,39.3,12.5342189738354,46.7,12.3584058577293,0,0.428112736353907,0.1,0.319452889054678,0,0.428112736353907,0.7,1.05800504936173,7.6,4.19107704123515,5.5,3.11077979718771,2648,635,30,44,183,129,97,75,6,12,0,12,0,12,0,12,41,62,11,18,0,12,11,18,2667523.81640625,8420.13236868825,Cleveland city,16000
61,39035115900,1282306,0,Census Tract 1159,Ohio,Cuyahoga County,3129,573,1206,439,1547,490,0,12,0,12,0,12,29,44,128,146,219,226,38.5,12.1253702129447,49.4,12.7773942834049,0,0.383509108341323,0,0.383509108341323,0,0.383509108341323,0.9,1.39591998972753,4.1,4.60549957730438,7,7.10812378901919,2910,520,95,140,33,42,68,74,0,12,0,12,0,12,0,12,0,12,151,222,146,222,5,9,2283588.91796875,6937.98065588315,Cleveland city,16000
62,39035116300,544074,0,Census Tract 1163,Ohio,Cuyahoga County,1093,277,0,12,996,331,0,12,5,10,0,12,5,10,0,12,87,101,0,1.09789569990851,91.1,19.5899442958777,0,1.09789569990851,0.5,0.907538066643978,0,1.09789569990851,0.5,0.907538066643978,0,1.09789569990851,8,9.01775023062722,1006,331,0,12,0,12,0,12,81,100,0,12,0,12,0,12,6,10,0,12,0,12,0,12,972089.3125,4006.38915675382,Cleveland city,16000
63,39035116400,840163,0,Census Tract 1164,Ohio,Cuyahoga County,2193,518,37,24,1998,457,0,12,0,12,0,12,0,12,158,141,0,12,1.7,1.01925021884311,91.1,29.9564332533899,0,0.547195622435021,0,0.547195622435021,0,0.547195622435021,0,0.547195622435021,7.2,6.20023848741066,0,0.547195622435021,2193,518,0,12,158,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1500529.5390625,5145.05049999063,Cleveland city,16000
64,39035116500,808329,0,Census Tract 1165,Ohio,Cuyahoga County,2499,650,110,147,2379,638,0,12,0,12,0,12,0,12,1,2,9,15,4.4,5.76985650179565,95.2,6.21808197797158,0,0.480192076830732,0,0.480192076830732,0,0.480192076830732,0,0.480192076830732,0,0.0793523146760362,0.4,0.592885470666509,2490,649,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,9,15,9,15,0,12,1443747.88671875,5275.2464253939,Cleveland city,16000
65,39035116600,879025,0,Census Tract 1166,Ohio,Cuyahoga County,2003,626,25,35,1951,640,0,12,17,33,0,12,0,12,10,18,0,12,1.2,1.70328259357236,97.4,9.70743917768534,0,0.599101347978033,0.8,1.62603546869735,0,0.599101347978033,0,0.599101347978033,0.5,0.885002604888109,0,0.599101347978033,2003,626,0,12,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1570066.71484375,5785.46332810897,Cleveland city,16000
66,39035116700,1067560,0,Census Tract 1167,Ohio,Cuyahoga County,1666,337,11,11,1561,326,0,12,0,12,0,12,0,12,68,111,26,42,0.7,0.646614822966171,93.7,4.86576109847518,0,0.720288115246098,0,0.720288115246098,0,0.720288115246098,0,0.720288115246098,4.1,6.61131078947461,1.6,2.50116506214938,1640,328,0,12,68,111,0,12,0,12,0,12,0,12,0,12,0,12,26,42,0,12,26,42,1907580.140625,5982.04244056435,Cleveland city,16000
67,39035116800,873776,0,Census Tract 1168,Ohio,Cuyahoga County,1921,515,0,12,1855,524,0,12,0,12,0,12,0,12,54,58,12,19,0,0.62467464862051,96.6,8.59521386665521,0,0.62467464862051,0,0.62467464862051,0,0.62467464862051,0,0.62467464862051,2.8,2.92369779314364,0.6,0.974787214611589,1909,515,0,12,54,58,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1560791.83984375,5594.5243479034,Cleveland city,16000
68,39035116900,707645,0,Census Tract 1169,Ohio,Cuyahoga County,1301,605,32,36,893,203,7,12,8,11,0,12,0,12,361,559,0,12,2.5,2.51963733176303,68.6,35.5288896035238,0.5,0.887782787865577,0.6,0.795681120218864,0,0.922367409684858,0,0.922367409684858,27.7,40.9836308862953,0,0.922367409684858,1301,605,0,12,361,559,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1264462.41015625,5077.6037574527,Cleveland city,16000
69,39035117101,958717,709439,Census Tract 1171.01,Ohio,Cuyahoga County,2561,812,543,127,1625,708,0,12,0,12,0,12,0,12,357,435,36,57,21.2,8.35373671810542,63.5,18.9611948127597,0,0.468566966028895,0,0.468566966028895,0,0.468566966028895,0,0.468566966028895,13.9,16.4004310931452,1.4,2.18061097355633,2525,815,0,12,357,435,0,12,0,12,0,12,0,12,0,12,36,57,0,12,0,12,0,12,1714309.37109375,7046.1453871096,Cleveland city,16000
70,39035117102,989234,0,Census Tract 1171.02,Ohio,Cuyahoga County,768,203,35,52,722,198,0,12,0,12,0,12,0,12,0,12,11,19,4.6,6.6628170466981,94,6.86984035520589,0,1.5625,0,1.5625,0,1.5625,0,1.5625,0,1.5625,1.4,2.44481928405707,757,202,0,12,0,12,0,12,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1768417.03515625,6110.72625755439,Cleveland city,16000
71,39035117201,825847,317419,Census Tract 1172.01,Ohio,Cuyahoga County,2847,470,669,309,2021,304,10,25,0,12,0,12,0,12,139,202,8,20,23.5,10.1365894358583,71,15.8540788657899,0.4,0.876200689807004,0,0.421496311907271,0,0.421496311907271,0,0.421496311907271,4.9,7.0492586528673,0.3,0.700960551845603,2839,470,0,12,139,202,0,12,0,12,0,12,0,12,0,12,0,12,8,20,8,20,0,12,1477074.30078125,5304.53651714264,Cleveland city,16000
72,39035117300,1397232,0,Census Tract 1173,Ohio,Cuyahoga County,2360,321,102,39,2103,306,0,12,0,12,0,12,0,12,125,133,30,31,4.3,1.54444336769439,89.1,4.60580428159091,0,0.508474576271186,0,0.508474576271186,0,0.508474576271186,0,0.508474576271186,5.3,5.58935536108667,1.3,1.30213005462861,2330,326,4,6,121,134,0,12,0,12,0,12,0,12,0,12,21,31,9,2,9,2,0,12,2497145.23828125,7272.74349589598,Cleveland city,16000
73,39035117400,748325,0,Census Tract 1174,Ohio,Cuyahoga County,1401,259,210,118,1191,273,0,12,0,12,0,12,0,12,0,12,0,12,15,7.95366428958439,85,11.5205210831284,0,0.856531049250535,0,0.856531049250535,0,0.856531049250535,0,0.856531049250535,0,0.856531049250535,0,0.856531049250535,1401,259,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1337674.94140625,5336.57605224772,Cleveland city,16000
74,39035117500,1258628,0,Census Tract 1175,Ohio,Cuyahoga County,2103,582,158,58,1591,408,9,15,0,12,0,12,0,12,313,294,32,51,7.5,1.81195820881339,75.7,28.5438524781388,0.4,0.703364897838816,0,0.570613409415121,0,0.570613409415121,0,0.570613409415121,14.9,13.3594637727437,1.5,2.38826531387836,2071,550,0,12,313,294,0,12,32,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2249335.19140625,6604.37783948085,Cleveland city,16000
75,39035117600,1730715,231832,Census Tract 1176,Ohio,Cuyahoga County,3712,608,572,199,3042,546,0,12,29,42,0,12,0,12,0,12,69,104,15.4,4.72967431584289,82,6.01510964442583,0,0.323275862068966,0.8,1.12420620647384,0,0.323275862068966,0,0.323275862068966,0,0.323275862068966,1.9,2.7851318608229,3643,582,0,12,0,12,0,12,69,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3095578.28125,9372.52287305903,Cleveland city,16000
76,39035117700,1882487,786421,Census Tract 1177,Ohio,Cuyahoga County,5370,659,2589,536,2335,690,0,17,0,17,0,17,185,195,143,177,118,96,48.2,8.03879880539295,43.5,11.6887566301946,0,0.31657355679702,0,0.31657355679702,0,0.31657355679702,3.4,3.6065900848441,2.7,3.2798493114158,2.2,1.76725435458226,5252,669,108,171,35,39,78,83,0,17,0,17,0,17,0,17,20,33,20,36,19,36,1,2,3367763.046875,9669.65127424535,Cleveland city,16000
77,39035117800,2278534,0,Census Tract 1178,Ohio,Cuyahoga County,2077,258,456,141,1477,246,0,12,0,12,0,12,0,12,143,113,1,2,22,6.21676481531926,71.1,7.88997875608962,0,0.577756379393356,0,0.577756379393356,0,0.577756379393356,0,0.577756379393356,6.9,5.37289953894025,0,0.0961068256304972,2076,258,0,12,143,113,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4073919.0859375,10505.1368137696,Cleveland city,16000
78,39035117900,1189919,0,Census Tract 1179,Ohio,Cuyahoga County,2434,713,233,164,2107,635,4,7,0,12,0,12,0,12,90,96,0,12,9.6,6.12663522989179,86.6,6.13192435560745,0.2,0.283534702952598,0,0.493015612161052,0,0.493015612161052,0,0.493015612161052,3.7,3.79247873086743,0,0.493015612161052,2434,713,0,12,90,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2126535.41796875,8119.32220657913,Cleveland city,16000
79,39035118101,622707,0,Census Tract 1181.01,Ohio,Cuyahoga County,1592,365,45,32,1467,332,0,12,0,12,0,12,0,12,55,61,25,39,2.8,1.90271186597519,92.1,29.685834108896,0,0.753768844221105,0,0.753768844221105,0,0.753768844221105,0,0.753768844221105,3.5,3.74889496241356,1.6,2.42314722986068,1567,352,10,16,45,58,0,12,25,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1111914.53125,4466.87468661591,Cleveland city,16000
80,39035118200,632085,0,Census Tract 1182,Ohio,Cuyahoga County,2127,680,16,25,2094,677,0,12,0,12,0,12,5,16,12,16,0,12,0.8,1.15049848894425,98.4,4.74027042447788,0,0.564174894217207,0,0.564174894217207,0,0.564174894217207,0.2,0.748469681544955,0.6,0.730289535714843,0,0.564174894217207,2127,680,8,15,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1128660.33203125,4387.71440597096,Cleveland city,16000
81,39035118301,932786,0,Census Tract 1183.01,Ohio,Cuyahoga County,2458,808,247,157,1996,743,1,5,110,162,0,12,0,12,62,59,42,59,10,5.4668153947199,81.2,14.1834416987683,0,0.202977316815044,4.5,6.42444774468134,0,0.48820179007323,0,0.48820179007323,2.5,2.25256587857332,1.7,2.33368086978376,2416,788,0,12,62,59,37,59,0,12,0,12,0,12,0,12,0,12,5,3,5,3,0,12,1665239.98828125,6865.79342002006,Cleveland city,16000
82,39035118602,435037,10330,Census Tract 1186.02,Ohio,Cuyahoga County,1643,356,11,14,1476,297,9,21,0,12,0,12,0,12,121,200,26,44,0.7,0.839660507815384,89.8,26.5643522508729,0.5,1.27262688772786,0,0.730371272063299,0,0.730371272063299,0,0.730371272063299,7.4,12.067809392432,1.6,2.65598644149687,1617,333,0,12,121,200,26,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,795021.55859375,4871.45927041858,Cleveland city,16000
83,39035118800,1153657,10715,Census Tract 1188,Ohio,Cuyahoga County,2769,435,1573,256,465,364,0,12,549,211,0,12,0,12,79,54,103,64,56.8,2.41487791276477,16.8,12.8781010299224,0,0.433369447453955,19.8,6.95444308057542,0,0.433369447453955,0,0.433369447453955,2.9,1.89795993072923,3.7,2.23621290001562,2666,428,11,18,68,49,59,49,0,12,0,12,3,6,0,12,0,12,41,46,14,22,27,42,2078050.73828125,7849.00355214408,Cleveland city,16000
84,39035118900,864733,0,Census Tract 1189,Ohio,Cuyahoga County,1230,290,372,195,683,202,0,12,136,67,0,12,0,12,15,16,24,26,30.2,14.1595178640383,55.5,9.91487577838438,0,0.975609756097561,11.1,4.7828330401895,0,0.975609756097561,0,0.975609756097561,1.2,1.26863807041449,2,2.06315284639936,1206,289,0,12,15,16,11,16,0,12,0,12,0,12,0,12,0,12,13,22,13,22,0,12,1543201.25390625,5213.57796165649,Cleveland city,16000
85,39035119401,697072,0,Census Tract 1194.01,Ohio,Cuyahoga County,2258,462,522,231,1163,390,0,12,264,134,0,12,97,163,181,187,31,50,23.1,9.07114235692467,51.5,13.6843654820405,0,0.531443755535872,11.7,5.43094137795239,0,0.531443755535872,4.3,7.16506749171694,8,8.11763643230926,1.4,2.19645968047253,2227,459,0,12,181,187,0,12,0,12,0,12,0,12,0,12,16,25,15,25,15,25,0,12,1243311.41796875,4995.69792677739,Cleveland city,16000
86,39035119402,422302,0,Census Tract 1194.02,Ohio,Cuyahoga County,1574,264,41,30,1531,263,0,12,1,2,0,12,0,12,0,12,1,3,2.6,1.85522265420442,97.3,3.61019754150338,0,0.762388818297332,0.1,0.126617193550432,0,0.762388818297332,0,0.762388818297332,0,0.762388818297332,0.1,0.190299090697027,1573,264,0,12,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,753038.88671875,3607.77008974929,Cleveland city,16000
87,39035119501,508848,0,Census Tract 1195.01,Ohio,Cuyahoga County,2231,468,812,156,1344,490,0,12,54,55,0,12,0,12,0,12,21,22,36.4,10.3530146975133,60.2,17.9635436983004,0,0.537875392200807,2.4,2.41240936688919,0,0.537875392200807,0,0.537875392200807,0,0.537875392200807,0.9,0.96613391965402,2210,467,0,12,0,12,0,12,6,10,0,12,0,12,0,12,10,18,5,13,5,13,0,12,907426.75,4946.14302502957,Cleveland city,16000
88,39035119502,345289,0,Census Tract 1195.02,Ohio,Cuyahoga County,1770,294,197,93,1412,283,0,12,49,92,0,12,0,12,45,38,67,67,11.1,4.91826276443164,79.8,8.94763574873184,0,0.677966101694915,2.8,5.1773602411223,0,0.677966101694915,0,0.677966101694915,2.5,2.10495063239479,3.8,3.73272757631681,1703,282,0,12,45,38,37,38,0,12,0,12,0,12,0,12,30,50,0,12,0,12,0,12,615752,4606.03998784356,Cleveland city,16000
89,39035119600,1233273,0,Census Tract 1196,Ohio,Cuyahoga County,1861,484,131,99,1632,498,0,12,58,74,0,12,0,12,10,16,30,48,7,4.9947833484282,87.7,13.9970340249423,0,0.644814615797958,3.1,3.8928677939279,0,0.644814615797958,0,0.644814615797958,0.5,0.848318795607878,1.6,2.54495638682363,1831,480,0,12,10,16,30,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2198787.58203125,6279.6843870347,Cleveland city,16000
90,39035119701,527167,0,Census Tract 1197.01,Ohio,Cuyahoga County,2293,529,78,57,2142,524,0,12,0,12,0,12,0,12,64,76,9,14,3.4,2.35870085497172,93.4,7.60107947389725,0,0.523331879633668,0,0.523331879633668,0,0.523331879633668,0,0.523331879633668,2.8,3.25128533622476,0.4,0.603801831620624,2284,528,0,12,64,76,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,9,14,939861.734375,4402.83422792166,Cleveland city,16000
91,39035119702,529612,0,Census Tract 1197.02,Ohio,Cuyahoga County,1406,336,10,2,1389,334,7,22,0,12,0,12,0,12,0,12,0,12,0.7,0.221638604794189,98.8,2.63595337793931,0.5,1.56019264964502,0,0.85348506401138,0,0.85348506401138,0,0.85348506401138,0,0.85348506401138,0,0.85348506401138,1406,336,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,944230.51953125,3992.37784580878,Cleveland city,16000
92,39035119800,1008634,0,Census Tract 1198,Ohio,Cuyahoga County,2730,821,76,80,1937,358,0,12,0,12,0,12,0,12,566,800,151,242,2.8,2.80826463822066,71,25.0452083784079,0,0.43956043956044,0,0.43956043956044,0,0.43956043956044,0,0.43956043956044,20.7,28.6330455206964,5.5,8.70700480825227,2579,811,28,46,538,797,0,12,0,12,0,12,0,12,0,12,151,242,0,12,0,12,0,12,1797931.07421875,6091.73664004227,Cleveland city,16000
93,39035119900,571774,0,Census Tract 1199,Ohio,Cuyahoga County,1420,341,53,49,1234,331,0,12,40,39,0,12,0,12,80,136,13,23,3.7,3.33226729965289,86.9,10.3851817576404,0,0.845070422535211,2.8,2.66187103845079,0,0.845070422535211,0,0.845070422535211,5.6,9.48142798718521,0.9,1.60472882096893,1407,339,0,12,80,136,0,12,0,12,0,12,0,12,0,12,0,12,13,23,13,23,0,12,1019167.12109375,4905.77035279902,Cleveland city,16000
94,39035120200,719706,0,Census Tract 1202,Ohio,Cuyahoga County,1220,232,8,13,1193,223,0,12,0,12,0,12,0,12,0,12,19,29,0.7,1.05825231087491,97.8,26.0749787860442,0,0.983606557377049,0,0.983606557377049,0,0.983606557377049,0,0.983606557377049,0,0.983606557377049,1.6,2.35852790282564,1201,225,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,29,19,29,0,12,1283154.26171875,5799.85904668411,Cleveland city,16000
95,39035120400,923992,0,Census Tract 1204,Ohio,Cuyahoga County,1631,386,33,43,1571,395,0,12,0,12,0,12,1,10,26,40,0,12,2,2.59256944183575,96.3,8.17767733140215,0,0.735744941753525,0,0.735744941753525,0,0.735744941753525,0.1,0.612949055828373,1.6,2.42329127314989,0,0.735744941753525,1631,386,0,12,26,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1646770.60546875,5933.04524366804,Cleveland city,16000
96,39035120500,735870,0,Census Tract 1205,Ohio,Cuyahoga County,1713,368,0,12,1682,370,0,12,8,15,0,12,0,12,1,3,22,36,0,0.700525394045534,98.2,4.64571813914025,0,0.700525394045534,0.5,0.869890211652282,0,0.700525394045534,0,0.700525394045534,0.1,0.174681744554278,1.3,2.0833867167411,1691,371,0,12,1,3,0,12,22,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1311525.41796875,6397.17346355808,Cleveland city,16000
97,39035120600,910791,0,Census Tract 1206,Ohio,Cuyahoga County,2062,505,0,12,2014,503,0,12,0,12,0,12,0,12,20,32,28,43,0,0.5819592628516,97.7,4.78102234700956,0,0.5819592628516,0,0.5819592628516,0,0.5819592628516,0,0.5819592628516,1,1.5336034912544,1.4,2.05866563567721,2034,502,0,12,20,32,0,12,0,12,0,12,0,12,0,12,28,43,0,12,0,12,0,12,1623179.91015625,5256.54723944773,Cleveland city,16000
98,39035120701,615651,0,Census Tract 1207.01,Ohio,Cuyahoga County,1227,655,11,10,1207,654,0,12,7,10,0,12,0,12,2,5,0,12,0.9,0.659689136829628,98.4,9.13492230149656,0,0.97799511002445,0.6,0.755957167152552,0,0.97799511002445,0,0.97799511002445,0.2,0.398099731277707,0,0.97799511002445,1227,655,0,12,2,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1097239.3828125,4845.30400785754,Cleveland city,16000
